504000	9.40000000000000
504000	7.50000000000000
504000	10
504000	7.30000000000000
504000	8.10000000000000
504000	8.20000000000000
504000	9
504000	9.60000000000000
504000	7.70000000000000
504000	9.50000000000000
1500000	19
1500000	23
1500000	19
1500000	19
1500000	18
1500000	17
1500000	20
1700000	18
1700000	17
1700000	18
888000	10
888000	9.20000000000000
888000	8.80000000000000
888000	7
888000	8
888000	9.30000000000000
888000	7.60000000000000
888000	8.20000000000000
888000	7.70000000000000
888000	7.10000000000000
414000	3.10000000000000
413000	3
413000	2.80000000000000
413000	2.60000000000000
413000	2.50000000000000
413000	2.80000000000000
413000	3.10000000000000
413000	2.90000000000000
414000	3.20000000000000
414000	3.30000000000000
1100000	6.20000000000000
1100000	6.30000000000000
1100000	6.90000000000000
1100000	5
1100000	6.30000000000000
1100000	4.80000000000000
1100000	6.20000000000000
1100000	6.20000000000000
1100000	7.50000000000000
1100000	5.40000000000000
168000	1.80000000000000
168000	1.90000000000000
168000	1.80000000000000
168000	1.80000000000000
168000	1.80000000000000
168000	1.50000000000000
168000	1.50000000000000
168000	2
168000	1.90000000000000
168000	1.60000000000000
3200000	21
3200000	20
3200000	22
3100000	21
6500000	25
6500000	24
6500000	29
6500000	22
9500000	53
6500000	42
219000	0.800000000000000
236000	0.800000000000000
236000	0.900000000000000
236000	1.20000000000000
236000	1.10000000000000
236000	1
236000	1
236000	1.20000000000000
236000	1
